CRIME_DATE,TIME,TIME _PERIOD,MOUTH,DATE,CRIME_YEAR,CRIME_CATEGORY_NUMBER,CRIME_CATEGORY_DESCRIPTION,ZIP,LATITUDE,LONGITUDE,EVENT,WeekdayNum,STATISTICAL_CODE_DESCRIPTION
5/4/2013,07:05,4,5,4,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,1,6,WEAPON LAWS: Felony
5/4/2013,07:05,4,5,4,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,1,6,WEAPON LAWS: Felony
5/7/2013,07:05,4,5,7,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/15/2013,07:05,4,5,15,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/15/2013,07:05,4,5,15,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/12/2014,07:05,4,5,12,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/28/2014,07:05,4,5,28,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/22/2013,07:06,4,6,22,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,1,6,WEAPON LAWS: Felony
7/24/2012,07:07,4,7,24,2012,16,NARCOTICS,90012,34.05927,-118.23149,0,2,NARCOTICS: Found Narcotics
7/4/2013,07:07,4,7,4,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,2,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
7/23/2013,07:07,4,7,23,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,2,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
7/22/2014,07:07,4,7,22,2014,16,NARCOTICS,90012,34.05927,-118.23149,0,2,NARCOTICS: Found Narcotics
7/28/2014,07:07,4,7,28,2014,29,FELONIES MISCELLANEOUS,90012,34.05927,-118.23149,0,1,"FELONIES, MISCELLANEOUS: All Other Felonies"
8/23/2011,07:08,4,8,23,2011,14,WEAPON LAWS,90012,34.05927,-118.23149,0,2,WEAPON LAWS: Felony
8/2/2012,07:08,4,8,2,2012,14,WEAPON LAWS,90012,34.05927,-118.23149,0,4,WEAPON LAWS: Felony
8/4/2013,07:08,4,8,4,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,1,7,WEAPON LAWS: Felony
8/26/2014,07:08,4,8,26,2014,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,2,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
8/28/2013,07:08,4,8,28,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/6/2012,07:09,4,9,6,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/22/2012,07:09,4,9,22,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,6,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/30/2012,07:09,4,9,30,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,7,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/21/2010,07:10,4,10,21,2010,14,WEAPON LAWS,90012,34.05927,-118.23149,0,4,WEAPON LAWS: Felony
10/23/2010,07:10,4,10,23,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,6,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/26/2010,07:10,4,10,26,2010,14,WEAPON LAWS,90012,34.05927,-118.23149,0,2,WEAPON LAWS: Felony
10/24/2011,07:10,4,10,24,2011,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,1,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
10/13/2012,07:10,4,10,13,2012,14,WEAPON LAWS,90012,34.05927,-118.23149,1,6,WEAPON LAWS: Felony
10/18/2012,07:10,4,10,18,2012,14,WEAPON LAWS,90012,34.05927,-118.23149,0,4,WEAPON LAWS: Felony
10/9/2013,07:10,4,10,9,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/3/2010,07:11,4,11,3,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/10/2011,07:11,4,11,10,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/20/2011,07:11,4,11,20,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,7,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/22/2011,07:11,4,11,22,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/16/2012,07:11,4,11,16,2012,16,NARCOTICS,90012,34.05927,-118.23149,0,5,NARCOTICS: Miscellaneous Felonies
11/19/2012,07:11,4,11,19,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/3/2013,07:11,4,11,3,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,7,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/7/2010,07:12,4,12,7,2010,14,WEAPON LAWS,90012,34.05927,-118.23149,0,2,WEAPON LAWS: Felony
12/13/2011,07:12,4,12,13,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/7/2013,07:12,4,12,7,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,6,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/31/2013,07:12,4,12,31,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,2,2,WEAPON LAWS: Felony
12/4/2014,07:12,4,12,4,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
1/27/2011,08:01,5,1,27,2011,14,WEAPON LAWS,90012,34.05927,-118.23149,0,4,WEAPON LAWS: Felony
1/21/2012,08:01,5,1,21,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,6,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
1/30/2013,08:01,5,1,30,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,3,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
1/8/2014,08:01,5,1,8,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
1/20/2014,08:01,5,1,20,2014,16,NARCOTICS,90012,34.05927,-118.23149,2,1,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
1/21/2014,08:01,5,1,21,2014,24,VANDALISM,90012,34.05927,-118.23149,0,2,VANDALISM FELONY
2/24/2011,08:02,5,2,24,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
2/18/2012,08:02,5,2,18,2012,16,NARCOTICS,90012,34.05927,-118.23149,2,6,NARCOTICS: Miscellaneous Felonies
2/9/2014,08:02,5,2,9,2014,14,WEAPON LAWS,90012,34.05927,-118.23149,1,7,WEAPON LAWS: Felony
3/5/2012,08:03,5,3,5,2012,14,WEAPON LAWS,90012,34.05927,-118.23149,0,1,WEAPON LAWS: Felony
3/21/2012,08:03,5,3,21,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/23/2012,08:03,5,3,23,2012,14,WEAPON LAWS,90012,34.05927,-118.23149,0,5,WEAPON LAWS: Felony
4/7/2011,08:04,5,4,7,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/29/2011,08:04,5,4,29,2011,14,WEAPON LAWS,90012,34.05927,-118.23149,0,5,WEAPON LAWS: Felony
4/6/2012,08:04,5,4,6,2012,16,NARCOTICS,90012,34.05927,-118.23149,0,5,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
4/12/2012,08:04,5,4,12,2012,16,NARCOTICS,90012,34.05927,-118.23149,0,4,NARCOTICS: Found Narcotics
4/4/2013,08:04,5,4,4,2013,16,NARCOTICS,90012,34.05927,-118.23149,0,4,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
4/4/2013,08:04,5,4,4,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/6/2013,08:04,5,4,6,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.05927,-118.23149,1,6,"MISDEMEANORS, MISCELLANEOUS: Parole/Probation Violation"
4/24/2013,08:04,5,4,24,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,0,3,WEAPON LAWS: Felony
4/26/2013,08:04,5,4,26,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,0,5,WEAPON LAWS: Felony
4/14/2014,08:04,5,4,14,2014,16,NARCOTICS,90012,34.05927,-118.23149,0,1,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
4/16/2014,08:04,5,4,16,2014,16,NARCOTICS,90012,34.05927,-118.23149,0,3,Felony Possession of a Controlled Substance (excluding Marijuana)
4/17/2014,08:04,5,4,17,2014,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,4,"ASSAULT, FELONY: ADW, Peace Officer - Hands, Feet, Fist, Etc."
4/9/2013,08:04,5,4,9,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/6/2011,08:05,5,5,6,2011,14,WEAPON LAWS,90012,34.05927,-118.23149,0,5,WEAPON LAWS: Felony
5/8/2013,08:05,5,5,8,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/13/2013,08:05,5,5,13,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/30/2013,08:05,5,5,30,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/2/2014,08:05,5,5,2,2014,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,5,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
5/22/2014,08:05,5,5,22,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/14/2011,08:06,5,6,14,2011,14,WEAPON LAWS,90012,34.05927,-118.23149,0,2,WEAPON LAWS: Felony
6/17/2011,08:06,5,6,17,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,5,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
6/11/2012,08:06,5,6,11,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/26/2012,08:06,5,6,26,2012,5,BURGLARY,90012,34.05927,-118.23149,0,2,"BURGLARY, RESIDENCE: Unknown, Entry By Force"
6/1/2013,08:06,5,6,1,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,6,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
6/19/2013,08:06,5,6,19,2013,16,NARCOTICS,90012,34.05927,-118.23149,0,3,Felony Possession of a Controlled Substance (excluding Marijuana)
6/2/2014,08:06,5,6,2,2014,16,NARCOTICS,90012,34.05927,-118.23149,0,1,Felony Possession of a Controlled Substance (excluding Marijuana)
6/7/2013,08:06,5,6,7,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,0,5,WEAPON LAWS: Felony
7/6/2012,08:07,5,7,6,2012,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,5,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
7/18/2012,08:07,5,7,18,2012,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,3,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
7/6/2013,08:07,5,7,6,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,2,6,WEAPON LAWS: Felony
7/21/2013,08:07,5,7,21,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,1,7,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
8/8/2011,08:08,5,8,8,2011,30,MISDEMEANORS MISCELLANEOUS,90012,34.05927,-118.23149,0,1,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
8/12/2011,08:08,5,8,12,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,5,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
8/24/2011,08:08,5,8,24,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/20/2012,08:08,5,8,20,2012,14,WEAPON LAWS,90012,34.05927,-118.23149,0,1,WEAPON LAWS: Felony
8/25/2012,08:08,5,8,25,2012,14,WEAPON LAWS,90012,34.05927,-118.23149,1,6,WEAPON LAWS: Felony
8/30/2013,08:08,5,8,30,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,5,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
8/8/2014,08:08,5,8,8,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/11/2014,08:08,5,8,11,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/17/2014,08:08,5,8,17,2014,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,1,7,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
9/3/2012,08:09,5,9,3,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,2,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/15/2012,08:09,5,9,15,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,6,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/30/2012,08:09,5,9,30,2012,11,SEX OFFENSES FELONIES,90012,34.05927,-118.23149,1,7,SEX FELONIES: All Other Sex Felonies
9/28/2012,08:09,5,9,28,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/23/2010,08:10,5,10,23,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,6,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/16/2013,08:10,5,10,16,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,3,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
10/25/2013,08:10,5,10,25,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/29/2013,08:10,5,10,29,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/18/2010,08:11,5,11,18,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
11/4/2011,08:11,5,11,4,2011,25,WARRANTS,90012,34.05927,-118.23149,0,5,WARRANTS: Warrant Service No Booking
11/19/2011,08:11,5,11,19,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,6,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/20/2011,08:11,5,11,20,2011,14,WEAPON LAWS,90012,34.05927,-118.23149,1,7,WEAPON LAWS: Felony
11/30/2011,08:11,5,11,30,2011,16,NARCOTICS,90012,34.05927,-118.23149,0,3,NARCOTICS: Miscellaneous Felonies
11/5/2012,08:11,5,11,5,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/24/2012,08:11,5,11,24,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,2,6,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/26/2012,08:11,5,11,26,2012,16,NARCOTICS,90012,34.05927,-118.23149,0,1,NARCOTICS: Miscellaneous Felonies
12/11/2010,08:12,5,12,11,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,6,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/5/2012,08:12,5,12,5,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/20/2012,08:12,5,12,20,2012,29,FELONIES MISCELLANEOUS,90012,34.05927,-118.23149,0,4,"FELONIES, MISCELLANEOUS: All Other Felonies"
12/20/2012,08:12,5,12,20,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/9/2014,08:12,5,12,9,2014,6,LARCENY THEFT,90012,34.05927,-118.23149,0,2,VEHICLE BURGLARY: Attempt Other Vehicle
12/9/2014,08:12,5,12,9,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/10/2014,08:12,5,12,10,2014,14,WEAPON LAWS,90012,34.05927,-118.23149,0,3,WEAPON LAWS: Felony
12/29/2014,08:12,5,12,29,2014,14,WEAPON LAWS,90012,34.05927,-118.23149,0,1,WEAPON LAWS: Felony
1/11/2013,09:01,5,1,11,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.05927,-118.23149,0,5,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
1/15/2013,09:01,5,1,15,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,0,2,WEAPON LAWS: Felony
1/17/2013,09:01,5,1,17,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,4,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
1/23/2013,09:01,5,1,23,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,3,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
1/18/2014,09:01,5,1,18,2014,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,2,6,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
1/31/2014,09:01,5,1,31,2014,23,VEHICLE / BOATING LAWS,90012,34.05927,-118.23149,0,5,VEHICLE AND BOATING LAWS: Misdemeanor
2/4/2011,09:02,5,2,4,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
2/9/2011,09:02,5,2,9,2011,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,3,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
2/1/2012,09:02,5,2,1,2012,12,SEX OFFENSES MISDEMEANORS,90012,34.05927,-118.23149,0,3,SEX MISDEMEANORS: Indecent Exposure
2/3/2014,09:02,5,2,3,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
2/8/2014,09:02,5,2,8,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,6,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
2/20/2013,09:02,5,2,20,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/5/2012,09:03,5,3,5,2012,16,NARCOTICS,90012,34.05927,-118.23149,0,1,NARCOTICS: Miscellaneous Felonies
3/19/2012,09:03,5,3,19,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/8/2013,09:03,5,3,8,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/13/2013,09:03,5,3,13,2013,16,NARCOTICS,90012,34.05927,-118.23149,0,3,NARCOTICS: Miscellaneous Felonies
3/17/2013,09:03,5,3,17,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,7,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/27/2013,09:03,5,3,27,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,3,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
4/15/2011,09:04,5,4,15,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,5,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
4/2/2012,09:04,5,4,2,2012,14,WEAPON LAWS,90012,34.05927,-118.23149,0,1,WEAPON LAWS: Felony
4/3/2013,09:04,5,4,3,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/24/2013,09:04,5,4,24,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,0,3,WEAPON LAWS: Felony
4/26/2013,09:04,5,4,26,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,0,5,WEAPON LAWS: Felony
4/8/2014,09:04,5,4,8,2014,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,2,"ASSAULT, FELONY: ADW, Peace Officer - Hands, Feet, Fist, Etc."
4/16/2014,09:04,5,4,16,2014,16,NARCOTICS,90012,34.05927,-118.23149,0,3,Felony Possession of a Controlled Substance (excluding Marijuana)
4/30/2014,09:04,5,4,30,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/30/2013,09:04,5,4,30,2013,24,VANDALISM,90012,34.05927,-118.23149,0,2,VANDALISM: Vandalism Jail
5/11/2011,09:05,5,5,11,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/12/2011,09:05,5,5,12,2011,14,WEAPON LAWS,90012,34.05927,-118.23149,0,4,WEAPON LAWS: Felony
5/16/2012,09:05,5,5,16,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
5/19/2012,09:05,5,5,19,2012,29,FELONIES MISCELLANEOUS,90012,34.05927,-118.23149,1,6,"FELONIES, MISCELLANEOUS: False Report Bomb/Emergency"
5/7/2014,09:05,5,5,7,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/19/2014,09:05,5,5,19,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/15/2012,09:06,5,6,15,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/21/2012,09:06,5,6,21,2012,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,4,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
6/24/2012,09:06,5,6,24,2012,16,NARCOTICS,90012,34.05927,-118.23149,1,7,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
6/17/2013,09:06,5,6,17,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/17/2013,09:06,5,6,17,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
7/26/2011,09:07,5,7,26,2011,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,2,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
7/29/2012,09:07,5,7,29,2012,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,1,7,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
7/13/2013,09:07,5,7,13,2013,14,WEAPON LAWS,90012,34.05927,-118.23149,1,6,WEAPON LAWS: Felony
7/26/2013,09:07,5,7,26,2013,25,WARRANTS,90012,34.05927,-118.23149,0,5,WARRANTS: Warrant Service No Booking
7/27/2014,09:07,5,7,27,2014,14,WEAPON LAWS,90012,34.05927,-118.23149,1,7,WEAPON LAWS: Felony
7/2/2013,09:07,5,7,2,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,2,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
8/7/2013,09:08,5,8,7,2013,29,FELONIES MISCELLANEOUS,90012,34.05927,-118.23149,0,3,"FELONIES, MISCELLANEOUS: All Other Felonies"
8/10/2013,09:08,5,8,10,2013,16,NARCOTICS,90012,34.05927,-118.23149,1,6,NARCOTICS: Found Narcotics
8/14/2013,09:08,5,8,14,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/26/2013,09:08,5,8,26,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,1,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
8/27/2013,09:08,5,8,27,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,2,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
8/1/2014,09:08,5,8,1,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/16/2014,09:08,5,8,16,2014,24,VANDALISM,90012,34.05927,-118.23149,1,6,VANDALISM: Vandalism Jail
